GEOID20,NAME,STATE,DIST,STATEFP,SLDL,C_TOT23,CTOTMOE,C_NHS23,CNHSMOE,C_AMI23,CAMIMOE,C_ASI23,CASIMOE,C_BLA23,CBLAMOE,C_NHP23,CNHPMOE,C_WHT23,CWHTMOE,C_AIW23,CAIWMOE,C_ASW23,CASWMOE,C_BLW23,CBLWMOE,C_AIB23,CAIBMOE,C_2OM23,C2OMMOE,C_HSP23,CHSPMOE,C_AIA23,CAIAMOE,C_ASN23,CASNMOE,C_BLK23,CBLKMOE,CVAP_TOT23,CVAPTOTMOE,CVAP_NHS23,CVAPNHSMOE,CVAP_AMI23,CVAPAMIMOE,CVAP_ASI23,CVAPASIMOE,CVAP_BLA23,CVAPBLAMOE,CVAP_NHP23,CVAPNHPMOE,CVAP_WHT23,CVAPWHTMOE,CVAP_AIW23,CVAPAIWMOE,CVAP_ASW23,CVAPASWMOE,CVAP_BLW23,CVAPBLWMOE,CVAP_AIB23,CVAPAIBMOE,CVAP_2OM23,CVAP2OMMOE,CVAP_HSP23,CVAPHSPMOE,CVAP_AIA23,CVAPAIAMOE,CVAP_ASN23,CVAPASNMOE,CVAP_BLK23,CVAPBLKMOE,ALL_TOT23,ALLTOTMOE,ALL_NHS23,ALLNHSMOE,ALL_AMI23,ALLAMIMOE,ALL_ASI23,ALLASIMOE,ALL_BLA23,ALLBLAMOE,ALL_NHP23,ALLNHPMOE,ALL_WHT23,ALLWHTMOE,ALL_AIW23,ALLAIWMOE,ALL_ASW23,ALLASWMOE,ALL_BLW23,ALLBLWMOE,ALL_AIB23,ALLAIBMOE,ALL_2OM23,ALL2OMMOE,ALL_HSP23,ALLHSPMOE,ALL_AIA23,ALLAIAMOE,ALL_ASN23,ALLASNMOE,ALL_BLK23,ALLBLKMOE,VAP_TOT23,VAPTOTMOE,VAP_NHS23,VAPNHSMOE,VAP_AMI23,VAPAMIMOE,VAP_ASI23,VAPASIMOE,VAP_BLA23,VAPBLAMOE,VAP_NHP23,VAPNHPMOE,VAP_WHT23,VAPWHTMOE,VAP_AIW23,VAPAIWMOE,VAP_ASW23,VAPASWMOE,VAP_BLW23,VAPBLWMOE,VAP_AIB23,VAPAIBMOE,VAP_2OM23,VAP2OMMOE,VAP_HSP23,VAPHSPMOE,VAP_AIA23,VAPAIAMOE,VAP_ASN23,VAPASNMOE,VAP_BLK23,VAPBLKMOE
47033,"State House District 33 (2022), Tennessee",Tennessee,State House District 33 (2022),47,33,66420,1022,64165,968,75,39,660,191,2610,349,80,129,58580,921,560,72,235,135,1135,330,45,63,185,129,2260,228,680,103.32,895,233.89,3790,484.43,52035,884,50765,864,70,36,470,139,2005,232,25,31,46915,807,465,68,215,125,445,190,45,63,110,78,1270,188,580,99.44,685,186.94,2495,306.42,67710,947,64950,932,85,44,1015,152,2615,350,80,129,58920,921,560,72,235,135,1205,350,45,63,185,129,2765,178,690,105.3,1250,203.3,3865,498.97,53205,813,51465,806,80,42,770,125,2010,232,25,31,47225,796,465,68,215,125,510,219,45,63,110,78,1745,116,590,101.77,985,176.78,2565,325.2
47034,"State House District 34 (2022), Tennessee",Tennessee,State House District 34 (2022),47,34,68715,3166,64275,3198,0,32,2165,762,9230,1326,0,32,49540,2771,305,124,395,189,2225,784,10,19,395,148,4440,1249,315,129.46,2560,785.09,11465,1540.55,51455,2358,48590,2336,0,32,1655,553,7360,1109,0,32,38055,2122,275,109,125,98,895,374,10,19,215,132,2865,789,285,115.18,1780,561.62,8265,1170.52,72775,2992,66000,3092,0,32,2760,858,9500,1388,0,32,50375,2740,305,124,395,189,2260,789,10,19,395,148,6775,1716,315,129.46,3155,878.57,11770,1596.69,54670,2234,49795,2305,0,32,2025,559,7625,1149,0,32,38590,2116,275,109,125,98,930,379,10,19,215,132,4875,1135,285,115.18,2150,567.53,8565,1210.04
47035,"State House District 35 (2022), Tennessee",Tennessee,State House District 35 (2022),47,35,69665,1860,64045,1775,65,48,730,338,9925,1033,25,34,51730,1763,520,151,180,119,560,230,0,32,305,246,5625,970,585,161.64,910,358.34,10485,1058.78,54065,1542,50685,1479,65,48,560,248,6690,747,25,34,42350,1416,495,147,110,82,240,119,0,32,150,191,3375,646,560,157.91,670,261.2,6930,757.1,71515,1814,64570,1793,65,48,1015,333,9940,1034,25,34,51950,1774,520,151,180,119,560,230,0,32,305,246,6945,1145,585,161.64,1195,353.62,10500,1059.75,55750,1432,51150,1494,65,48,780,248,6705,750,25,34,42575,1419,495,147,110,82,240,119,0,32,150,191,4600,737,560,157.91,890,261.2,6945,760.06
47036,"State House District 36 (2022), Tennessee",Tennessee,State House District 36 (2022),47,36,72255,908,71135,912,10,12,150,68,325,128,15,20,69270,901,740,69,75,68,430,160,0,32,120,100,1120,169,750,77.0,225,96.17,755,207.38,57565,640,56845,653,10,13,115,68,230,114,15,20,55435,640,585,58,45,44,330,150,0,32,85,62,720,114,595,67.51,160,80.99,560,191.1,72460,910,71235,917,10,12,175,62,325,128,15,20,69340,905,740,69,75,68,430,160,0,32,120,100,1225,156,750,77.0,250,92.02,755,207.38,57750,637,56930,649,10,13,140,72,230,114,15,20,55490,638,585,58,45,44,330,150,0,32,85,62,825,94,595,67.51,185,84.38,560,191.1
47037,"State House District 37 (2022), Tennessee",Tennessee,State House District 37 (2022),47,37,62325,2254,58130,2141,45,36,1675,630,8405,1256,15,28,45480,2196,290,110,470,240,1605,528,15,24,135,151,4190,897,350,118.2,2145,674.17,10025,1362.68,48055,1798,46445,1811,45,36,1220,407,6510,1006,15,28,37465,1859,205,78,210,165,680,274,4,13,95,106,1610,487,254,86.88,1430,439.17,7194,1042.73,65570,2537,58950,2118,45,36,1925,627,8595,1278,15,28,45855,2150,290,110,470,240,1605,528,15,24,135,151,6620,1405,350,118.2,2395,671.36,10215,1382.98,50985,1919,47185,1762,45,36,1440,401,6660,1021,15,28,37835,1800,205,78,210,165,680,274,4,13,95,106,3800,833,254,86.88,1650,433.62,7344,1057.21
47038,"State House District 38 (2022), Tennessee",Tennessee,State House District 38 (2022),47,38,68780,796,67360,743,95,51,140,69,410,170,4,17,65110,693,815,94,145,96,575,210,15,24,60,47,1415,220,925,109.6,285,118.22,1000,271.25,53005,628,52455,558,95,51,140,70,320,140,4,17,50865,530,600,103,145,96,235,120,10,16,50,41,550,212,705,116.04,285,118.81,565,185.08,69555,718,67455,745,95,51,175,70,415,169,4,17,65165,696,815,94,145,96,575,210,15,24,60,47,2100,139,925,109.6,320,118.81,1005,270.62,53745,560,52545,560,95,51,175,71,320,140,4,17,50920,531,600,103,145,96,235,120,10,16,50,41,1200,89,705,116.04,320,119.4,565,185.08
47039,"State House District 39 (2022), Tennessee",Tennessee,State House District 39 (2022),47,39,71500,257,69740,193,55,50,295,101,2920,246,0,32,64320,188,745,51,140,86,975,208,0,32,290,192,1760,169,800,78.26,435,132.65,3895,323.73,57070,193,56020,149,55,50,225,77,2505,162,0,32,51985,138,655,50,95,57,375,136,0,32,130,82,1050,138,710,77.61,320,95.8,2880,213.93,72490,0,70210,0,55,50,400,101,2935,242,0,32,64665,32,750,49,150,93,975,208,0,32,290,192,2275,0,805,76.97,550,137.3,3910,320.71,57940,48,56415,34,55,50,325,68,2515,159,0,32,52255,32,655,48,105,63,375,136,0,32,130,82,1525,40,710,76.34,430,92.7,2890,211.66
47040,"State House District 40 (2022), Tennessee",Tennessee,State House District 40 (2022),47,40,68470,759,66420,690,150,53,155,96,1165,188,30,28,63425,700,580,54,150,79,535,199,25,42,210,164,2050,310,755,86.54,305,124.33,1725,276.96,53750,640,52515,582,110,49,110,65,845,115,25,27,50565,567,510,72,80,49,170,92,4,7,95,81,1235,208,624,87.37,190,81.4,1019,147.44,69715,696,66675,688,150,53,295,80,1165,188,30,28,63535,689,580,54,150,79,535,200,25,42,210,164,3040,249,755,86.54,445,112.43,1725,277.68,54750,580,52770,580,110,49,250,67,845,115,25,27,50680,553,510,72,80,49,175,93,4,7,95,81,1985,167,624,87.37,330,83.01,1024,148.06
47041,"State House District 41 (2022), Tennessee",Tennessee,State House District 41 (2022),47,41,68170,1409,66930,1383,45,33,150,73,1275,134,25,33,64535,1367,640,133,50,50,150,105,4,4,60,114,1240,163,689,137.09,200,88.48,1429,170.29,54315,1127,53600,1112,40,30,135,68,1220,138,25,33,51525,1093,525,106,25,24,75,97,4,4,30,32,715,151,569,110.24,160,72.11,1299,168.73,68440,1405,67070,1376,45,33,215,114,1280,135,25,33,64605,1364,640,133,50,50,150,105,4,4,60,114,1370,200,689,137.09,265,124.48,1434,171.07,54585,1123,53735,1105,40,30,195,94,1230,142,25,33,51595,1087,525,106,25,24,75,97,4,4,30,32,850,164,569,110.24,220,97.02,1309,172.01
47042,"State House District 42 (2022), Tennessee",Tennessee,State House District 42 (2022),47,42,71105,792,67160,673,30,41,810,172,1900,206,0,32,62840,685,550,49,290,112,605,183,0,32,130,93,3945,457,580,71.46,1100,205.25,2505,277.4,56410,626,54400,552,30,41,675,142,1495,124,0,32,51270,551,455,55,145,90,200,100,0,32,130,93,2010,300,485,75.7,820,168.12,1695,162.48,73345,667,67690,625,30,41,970,148,1925,199,0,32,63140,641,550,49,340,119,605,183,0,32,130,93,5655,309,580,71.46,1310,189.91,2530,272.24,58335,506,54905,492,30,41,805,132,1525,123,0,32,51570,496,455,55,190,98,200,100,0,32,130,93,3430,202,485,75.7,995,164.4,1725,161.72
47043,"State House District 43 (2022), Tennessee",Tennessee,State House District 43 (2022),47,43,67525,428,63885,306,30,29,220,146,1435,263,120,129,60400,261,565,32,135,130,895,236,0,32,90,96,3640,268,595,53.75,355,195.49,2330,354.81,51785,398,49960,257,25,25,80,70,1210,206,95,118,47620,191,465,34,55,59,320,183,0,32,90,96,1825,267,490,52.96,135,91.55,1530,277.4,69350,0,64435,0,30,29,350,203,1515,256,120,129,60685,32,565,30,180,184,895,236,0,32,90,96,4915,0,595,52.58,530,273.98,2410,349.65,53560,128,50460,129,25,25,210,166,1290,183,95,118,47860,32,470,31,100,113,320,183,0,32,90,96,3100,0,495,51.09,310,200.81,1610,260.77
47044,"State House District 44 (2022), Tennessee",Tennessee,State House District 44 (2022),47,44,70555,2134,67990,2238,75,57,740,253,2580,698,55,51,63410,2173,495,104,250,146,270,136,0,32,110,72,2565,676,570,122.84,990,292.1,2850,711.85,53570,1818,52325,1798,75,55,515,205,1890,541,55,51,49005,1742,400,77,165,118,130,77,0,32,85,66,1245,360,475,99.89,680,236.54,2020,547.39,72340,2178,68490,2225,75,57,1050,324,2615,697,55,51,63565,2168,495,104,250,146,270,136,0,32,110,72,3850,1099,570,122.84,1300,355.38,2885,710.86,55175,1765,52765,1803,75,55,765,255,1925,552,55,51,49160,1733,400,77,165,118,130,77,0,32,85,66,2410,685,475,99.89,930,280.98,2055,558.26
47045,"State House District 45 (2022), Tennessee",Tennessee,State House District 45 (2022),47,45,67010,1832,64395,1891,45,36,945,244,5590,840,15,29,56400,2009,370,108,345,158,505,284,115,164,60,64,2615,528,530,199.64,1290,290.69,6210,901.75,51365,1564,50045,1607,40,30,540,184,4680,652,15,29,44000,1605,245,80,195,114,175,113,115,164,35,52,1320,300,400,184.92,735,216.45,4970,681.74,68505,1819,65110,1915,45,36,1200,299,5765,818,15,29,56690,2017,370,108,345,158,505,284,115,164,60,64,3395,711,530,199.64,1545,338.18,6385,881.29,52710,1545,50710,1609,40,30,795,251,4820,632,15,29,44270,1611,245,80,195,114,175,113,115,164,35,52,2005,489,400,184.92,990,275.68,5110,662.64
47046,"State House District 46 (2022), Tennessee",Tennessee,State House District 46 (2022),47,46,74600,1639,71515,1693,35,50,855,270,5805,613,0,32,62635,1819,500,133,290,172,1225,499,25,40,140,126,3085,534,560,147.61,1145,320.13,7055,791.44,57640,1258,56175,1314,30,37,735,233,4400,464,0,32,49845,1350,365,93,95,95,590,320,25,40,85,115,1465,303,420,107.79,830,251.62,5015,565.06,76920,1656,71975,1685,35,50,1060,338,5880,636,0,32,62815,1815,500,133,290,172,1225,499,25,40,140,126,4945,663,560,147.61,1350,379.25,7130,809.38,59675,1284,56575,1325,30,37,880,257,4475,479,0,32,50025,1356,365,93,95,95,590,320,25,40,85,115,3100,448,420,107.79,975,274.0,5090,577.44
47047,"State House District 47 (2022), Tennessee",Tennessee,State House District 47 (2022),47,47,71615,442,68530,136,25,18,565,154,2475,290,4,7,63730,54,805,65,110,93,665,266,0,32,160,135,3085,404,830,74.65,675,179.9,3140,394.82,54655,270,52950,118,25,18,425,112,1750,144,4,7,49705,51,640,62,70,59,265,157,0,32,70,67,1700,217,665,72.06,495,126.59,2015,215.43,72605,0,68845,0,25,18,795,117,2475,290,20,30,63800,32,805,65,110,93,665,266,0,32,160,135,3760,0,830,74.65,905,149.46,3140,394.82,55375,61,53190,0,25,18,585,77,1750,144,20,30,49765,32,640,62,70,59,265,157,0,32,70,67,2185,62,665,72.06,655,97.01,2015,215.43
47048,"State House District 48 (2022), Tennessee",Tennessee,State House District 48 (2022),47,48,71935,2584,65355,2382,85,44,1480,512,11520,1288,50,60,49660,2352,495,127,380,201,1340,501,4,7,335,250,6585,1091,584,134.59,1860,550.04,12864,1382.03,54445,2087,51285,1937,85,44,1340,467,8925,1077,50,60,39550,1940,415,113,300,161,495,231,4,7,125,88,3160,612,504,121.47,1640,493.97,9424,1101.52,74075,2727,66250,2361,85,44,1785,532,11700,1299,50,60,50080,2357,495,127,380,201,1340,501,4,7,335,250,7825,1408,584,134.59,2165,568.7,13044,1392.28,56275,2209,52010,1895,85,44,1645,489,9040,1086,50,60,39855,1938,415,113,300,161,495,231,4,7,125,88,4265,945,504,121.47,1945,514.82,9539,1110.32
47049,"State House District 49 (2022), Tennessee",Tennessee,State House District 49 (2022),47,49,63350,2378,57565,2334,110,94,2320,666,10785,1338,40,41,41075,2183,350,138,480,337,1960,529,4,9,440,271,5790,945,464,167.22,2800,746.41,12749,1438.81,46550,1840,43380,1857,75,52,1495,437,8160,949,40,39,32050,1757,295,115,225,222,785,362,4,9,250,151,3170,544,374,126.53,1720,490.16,8949,1015.74,69995,2260,59575,2349,120,91,3125,846,11125,1415,95,87,41890,2163,350,138,480,337,1960,529,4,9,440,271,10420,1366,474,165.55,3605,910.65,13089,1510.68,51835,1704,45150,1838,75,52,2280,615,8435,1004,90,87,32710,1732,295,115,225,222,785,362,4,9,250,151,6690,848,374,126.53,2505,653.84,9224,1067.31
47050,"State House District 50 (2022), Tennessee",Tennessee,State House District 50 (2022),47,50,61385,2737,57185,2600,20,26,1670,467,7920,1463,0,32,45885,2058,550,243,405,196,625,278,10,15,105,83,4200,887,580,244.85,2075,506.46,8555,1489.25,49650,2088,47325,1966,10,18,1350,328,6125,1095,0,32,38685,1654,460,177,255,131,385,221,10,15,50,42,2325,560,480,178.54,1605,353.19,6520,1117.18,64625,2886,58945,2580,20,26,2595,598,8060,1445,0,32,46530,2060,550,243,455,200,625,278,10,15,105,83,5680,1305,580,244.85,3050,630.56,8695,1471.58,52155,2140,48815,1969,10,18,2210,484,6265,1077,0,32,39150,1647,460,177,275,134,385,221,10,15,50,42,3340,699,480,178.54,2485,502.21,6660,1099.54
47051,"State House District 51 (2022), Tennessee",Tennessee,State House District 51 (2022),47,51,69225,2958,63395,2480,25,31,1425,368,10415,1325,35,50,48795,1789,660,210,630,285,1125,420,40,60,250,157,5830,1165,725,220.59,2055,465.46,11580,1391.27,58635,2205,55365,1991,25,31,950,258,8760,1040,35,50,43875,1563,585,197,435,209,485,220,40,60,180,104,3270,681,650,208.25,1385,332.03,9285,1064.71,73620,3239,64655,2508,25,31,1825,403,10705,1358,35,50,49330,1780,660,210,640,285,1125,420,40,60,275,156,8965,1646,725,220.59,2465,493.59,11870,1422.73,62635,2361,56490,1991,25,31,1340,310,8945,1044,35,50,44385,1542,585,197,445,209,485,220,40,60,205,106,6140,1089,650,208.25,1785,373.87,9470,1068.61
47052,"State House District 52 (2022), Tennessee",Tennessee,State House District 52 (2022),47,52,59750,3028,51715,2883,15,21,940,560,20735,2151,35,35,27550,2394,165,88,1155,779,785,336,195,179,145,80,8035,1370,375,200.56,2095,959.4,21715,2184.43,43275,2073,40165,2123,15,21,660,370,15585,1581,35,35,22645,1817,165,88,405,187,385,154,145,114,125,73,3115,701,325,145.54,1065,414.57,16115,1592.57,71795,3606,55315,3137,15,21,1285,622,22665,2437,35,35,28700,2432,165,88,1325,924,785,336,195,179,145,80,16485,2112,375,200.56,2610,1113.85,23645,2466.56,53080,2645,43290,2355,15,21,940,410,17320,1860,35,35,23590,1826,165,88,575,323,385,154,145,114,125,73,9790,1333,325,145.54,1515,521.95,17850,1869.84
47053,"State House District 53 (2022), Tennessee",Tennessee,State House District 53 (2022),47,53,60165,3334,52625,2929,40,39,2600,762,10680,1575,70,60,37035,2725,365,158,615,336,905,498,0,32,315,252,7540,1328,405,165.86,3215,832.79,11585,1652.17,46140,2220,42845,2055,40,39,1805,507,8795,1242,45,50,30800,1889,170,81,455,212,435,260,0,32,295,247,3295,723,210,95.43,2260,549.54,9230,1269.33,71340,3559,57610,3029,40,39,4275,1077,12225,2030,70,60,38705,2868,365,158,710,448,905,498,0,32,315,252,13725,1819,405,165.86,4985,1166.46,13130,2090.44,55265,2270,46705,2053,40,39,3160,757,9685,1347,45,50,32325,2018,170,81,555,305,435,260,0,32,295,247,8560,1242,210,95.43,3715,816.13,10120,1372.24
47054,"State House District 54 (2022), Tennessee",Tennessee,State House District 54 (2022),47,54,68400,2711,63035,2896,130,83,655,254,38795,2255,45,47,20950,1661,215,105,155,129,1495,606,325,190,275,165,5365,1108,670,232.41,810,284.88,40615,2342.73,52830,2121,50605,2132,130,83,520,187,29840,1652,35,36,18505,1397,215,105,150,130,685,295,300,178,235,142,2220,423,645,222.71,670,227.75,30825,1687.55,73355,2714,64110,2947,130,83,1330,429,39050,2291,45,47,21060,1660,215,105,175,133,1505,608,325,190,275,165,9240,1663,670,232.41,1505,449.14,40880,2377.91,56790,2207,51460,2167,130,83,1050,345,30030,1660,35,36,18600,1399,215,105,175,133,695,295,300,178,235,142,5330,938,645,222.71,1225,369.75,31025,1695.38
47055,"State House District 55 (2022), Tennessee",Tennessee,State House District 55 (2022),47,55,58455,3002,46465,2543,80,116,2500,639,21380,2104,10,39,20560,1736,215,166,525,302,905,542,80,86,215,194,11985,1519,375,220.02,3025,706.77,22365,2174.39,39445,1908,35270,1840,80,116,1910,472,15345,1459,4,36,17045,1389,150,89,180,126,325,201,80,86,150,142,4170,655,310,169.63,2090,488.53,15750,1475.29,75510,3089,52165,2616,80,116,3260,693,24590,2395,15,60,22090,1955,215,166,710,374,905,542,80,86,215,194,23345,2090,375,220.02,3970,787.48,25575,2457.07,53345,2041,39715,1830,80,116,2575,507,17810,1625,10,56,18210,1599,150,89,320,221,325,201,80,86,150,142,13630,1359,310,169.63,2895,553.07,18215,1639.64
47056,"State House District 56 (2022), Tennessee",Tennessee,State House District 56 (2022),47,56,66020,1966,63685,1839,45,37,2765,463,4410,671,60,65,54660,1786,390,129,735,252,415,205,4,13,205,143,2330,483,439,134.83,3500,527.14,4829,701.74,56935,1821,55035,1719,40,36,2410,380,3865,484,60,65,47390,1622,365,116,520,214,300,160,4,13,85,58,1900,420,409,122.15,2930,436.11,4169,509.93,70505,2048,67135,1863,45,37,4460,661,4840,800,60,65,55885,1827,390,129,735,252,460,230,65,76,205,143,3370,697,500,154.23,5195,707.41,5365,835.87,60850,1765,58100,1660,40,36,4025,559,4160,501,60,65,48435,1612,365,116,520,214,340,163,65,76,85,58,2750,485,470,143.28,4545,598.56,4565,532.3
47057,"State House District 57 (2022), Tennessee",Tennessee,State House District 57 (2022),47,57,71805,1809,68815,1737,40,36,1190,266,5295,700,0,32,60595,1720,515,132,660,204,460,269,4,8,50,56,2990,579,559,137.05,1850,335.22,5759,749.95,53760,1439,52220,1387,40,36,905,254,3920,511,0,32,46535,1277,415,101,225,97,120,121,4,8,50,56,1540,408,459,107.52,1130,271.89,4044,525.19,74245,1610,70090,1634,40,36,2025,385,5425,719,0,32,60905,1709,515,132,665,205,460,269,4,8,55,57,4155,680,559,137.05,2690,436.18,5889,767.71,55950,1220,53340,1276,40,36,1600,308,4030,528,0,32,46845,1265,415,101,230,96,120,121,4,8,55,57,2610,459,459,107.52,1830,322.61,4154,541.75
47058,"State House District 58 (2022), Tennessee",Tennessee,State House District 58 (2022),47,58,65660,2433,62535,2442,70,48,520,151,38390,1924,110,85,21015,1341,175,83,625,312,1145,441,250,207,230,150,3125,707,495,228.13,1145,346.62,39785,1984.72,51780,1938,49935,1915,70,48,495,149,28405,1425,70,55,19525,1225,170,80,445,243,360,129,155,106,230,150,1845,483,395,141.21,940,285.04,28920,1434.75,69140,2640,63665,2451,70,48,1045,289,38780,1887,110,85,21225,1343,175,83,625,312,1145,441,250,207,235,151,5475,1163,495,228.13,1670,425.28,40175,1948.87,54855,2114,51010,1935,70,48,990,274,28775,1406,70,55,19735,1226,170,80,445,243,360,129,155,106,235,151,3845,856,395,141.21,1435,366.23,29290,1415.88
47059,"State House District 59 (2022), Tennessee",Tennessee,State House District 59 (2022),47,59,67195,2108,64450,2166,85,58,1565,436,3760,747,4,9,57350,2277,265,103,815,284,505,280,4,19,100,87,2745,554,354,119.72,2380,520.34,4269,797.98,53575,1609,51470,1681,85,58,1175,347,3015,535,0,32,46365,1726,175,56,500,245,120,73,4,19,30,33,2105,475,264,82.83,1675,424.78,3139,540.29,69335,2103,66375,2169,85,58,2230,513,3955,784,4,9,58335,2268,295,131,855,297,505,280,4,19,100,87,2960,601,384,144.52,3085,592.77,4464,832.72,55405,1609,53130,1694,85,58,1800,436,3215,584,0,32,47140,1723,210,75,530,251,120,73,4,19,30,33,2275,503,299,96.7,2330,503.09,3339,588.85
47060,"State House District 60 (2022), Tennessee",Tennessee,State House District 60 (2022),47,60,66980,2710,61680,2712,15,21,1030,423,14935,2006,0,32,43340,1780,465,140,310,140,1350,514,70,75,160,100,5295,995,550,160.21,1340,445.57,16355,2072.16,53875,1939,50955,1895,15,21,875,352,11405,1156,0,32,37195,1403,415,122,210,124,615,274,70,75,160,100,2925,534,500,144.74,1085,373.2,12090,1190.39,70615,2854,63390,2719,15,21,1740,554,15045,2062,0,32,44205,1801,475,143,310,140,1370,516,70,75,160,100,7230,1455,560,162.83,2050,571.42,16485,2126.91,57355,2026,52555,1843,15,21,1500,421,11515,1172,0,32,38030,1412,425,124,210,124,635,279,70,75,160,100,4800,1012,510,146.43,1710,438.88,12220,1207.08
47061,"State House District 61 (2022), Tennessee",Tennessee,State House District 61 (2022),47,61,66430,1647,63970,1768,40,39,2480,433,2265,602,0,32,57415,1732,250,75,705,304,565,294,0,32,255,252,2455,507,290,90.39,3185,529.06,2830,670.72,50970,1339,49015,1407,40,39,1605,315,1870,503,0,32,44265,1321,205,63,370,177,440,251,0,32,220,248,1955,389,245,80.71,1975,361.32,2310,563.06,70710,1654,67685,1780,40,39,5605,811,2330,624,0,32,57890,1707,250,75,715,307,600,303,0,32,255,252,3025,654,290,90.39,6320,867.16,2930,694.41,54295,1341,51875,1399,40,39,3985,574,1935,517,0,32,44635,1323,205,63,385,181,475,264,0,32,220,248,2420,478,245,80.71,4370,601.86,2410,581.39
47062,"State House District 62 (2022), Tennessee",Tennessee,State House District 62 (2022),47,62,70845,1012,65060,913,150,88,295,77,5360,466,4,9,56795,941,595,126,235,97,1500,449,25,32,110,70,5780,495,770,156.98,530,123.85,6885,647.91,53350,838,50830,733,95,57,185,69,4370,292,4,9,44880,715,505,91,140,68,605,261,25,32,25,33,2525,390,625,112.04,325,96.88,5000,392.95,73970,849,65455,905,150,88,440,101,5360,466,4,9,57045,944,595,126,235,97,1500,449,25,32,110,70,8515,302,770,156.98,675,140.04,6885,647.91,56070,706,51135,732,95,57,330,75,4370,292,4,9,45045,724,505,91,140,68,605,261,25,32,25,33,4935,226,625,112.04,470,101.24,5000,392.95
47063,"State House District 63 (2022), Tennessee",Tennessee,State House District 63 (2022),47,63,68260,2239,65490,2249,35,28,3445,535,2750,657,0,32,57450,2170,260,97,1060,350,315,220,0,32,165,166,2770,613,295,105.91,4505,639.32,3065,693.59,48220,1710,46510,1656,35,28,2190,438,1940,456,0,32,41375,1522,185,72,395,231,270,199,0,32,120,117,1710,407,220,83.62,2585,495.18,2210,498.56,71925,2186,68635,2236,35,28,5695,768,2750,657,0,32,58350,2157,260,97,1060,350,315,220,0,32,165,166,3290,716,295,105.91,6755,843.99,3065,693.59,51390,1671,49205,1638,35,28,4025,571,1940,456,0,32,42240,1529,185,72,395,231,270,199,0,32,120,117,2185,502,220,83.62,4420,615.96,2210,498.56
47064,"State House District 64 (2022), Tennessee",Tennessee,State House District 64 (2022),47,64,73630,1566,68145,1427,80,58,585,198,8730,777,0,32,56330,1353,470,104,280,180,1570,577,0,32,105,118,5485,591,550,123.3,865,267.59,10300,968.34,56210,1198,53250,1095,60,49,530,183,6855,422,0,32,44605,1056,425,93,140,84,595,222,0,32,40,43,2955,482,485,109.88,670,201.36,7450,477.9,75315,1461,68565,1405,80,58,825,160,8730,777,15,23,56495,1351,470,104,280,180,1570,577,0,32,105,118,6750,518,550,123.3,1105,240.83,10300,968.34,57895,1110,53670,1070,60,49,770,128,6855,422,15,23,44775,1059,425,93,140,84,595,222,0,32,40,43,4225,408,485,109.88,910,153.1,7450,477.9
47065,"State House District 65 (2022), Tennessee",Tennessee,State House District 65 (2022),47,65,70950,2108,66920,2175,4,16,1075,358,3525,674,0,32,60390,2196,455,115,265,151,745,639,0,32,455,333,4030,693,459,120.44,1340,388.54,4270,929.31,53050,1536,50905,1464,4,16,710,279,2650,483,0,32,46640,1519,340,101,210,128,175,154,0,32,180,163,2140,478,344,107.15,920,306.96,2825,507.97,73760,2151,67740,2162,4,16,1320,507,3570,679,0,32,60920,2209,455,115,265,151,745,639,0,32,455,333,6020,956,459,120.44,1585,529.01,4315,932.94,55555,1545,51660,1440,4,16,920,343,2690,484,0,32,47140,1523,340,101,210,128,175,154,0,32,180,163,3895,678,344,107.15,1130,366.11,2865,508.92
